Comments,Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth (MCD) (CCSF),Depth comp [mcd] (two-site composite (Depth CCS...),Ca_Area,Ca_Area_corrected,Fe_Area,Fe_Area_corrected,Al_Area,Al_Area_corrected,Al_ DArea,Si_Area,Si_Area_corrected,Si_ DArea,P_Area,P_ DArea,S_Area,S_ DArea,Cl_Area,Cl_Area_corrected,Cl_ DArea,Ar_Area,Ar_ DArea,K_Area,K_Area_corrected,K_ DArea,Ca_ DArea,Ti_Area,Ti_Area_corrected,Ti_ DArea,Cr_Area,Cr_ DArea,Mn_Area,Mn_Area_corrected,Mn_ DArea,Fe_ DArea,Rh_Area,Rh_Area_corrected,Rh_ DArea,Ba_Area,Ba_ DArea
,342,U1408,C,13,H,4,180,,108.38,115.53,132.14,2415294,2415294,344010,344010,29003,29003,271,282640,282640,593,-2374,238,2045,248,91717,,1124,-13327,1417,108004,,595,1563,29877,29877,465,3445,325,4319,,327,705,121759,,1696,916,316
,342,U1408,C,13,H,4,200,,108.4,115.55,132.16,2357255,2357255,343989,343989,30103,30103,275,293281,293281,604,-2254,240,4782,259,88680,,1127,-15380,1417,112367,,598,1546,30799,30799,467,2880,324,4926,,328,705,127832,,1703,1350,317
,342,U1408,C,13,H,4,220,,108.42,115.57,132.18,2367383,2367383,376527,376527,29067,29067,272,289157,289157,600,-2768,242,9011,271,88039,,1124,-15357,1404,111197,,595,1548,28994,28994,463,3909,323,5959,,328,729,125442,,1694,1462,314
,342,U1408,C,13,H,4,240,,108.44,115.59,132.20,2308102,2308102,397207,397207,28928,28928,270,294625,294625,603,-1634,237,3639,252,91710,,1128,-17938,1411,112101,,597,1531,29282,29282,466,3643,325,5750,,330,742,128604,,1704,1352,318
,342,U1408,C,13,H,4,260,,108.46,115.61,132.22,2337951,2337951,390253,390253,29037,29037,270,287196,287196,597,-2693,240,8215,268,86574,,1124,-17103,1407,110113,,595,1539,30200,30200,464,2710,323,5748,,329,737,127404,,1696,932,315
,342,U1408,C,13,H,4,280,,108.48,115.63,132.24,2292551,2292551,374389,374389,29240,29240,272,294246,294246,603,-1811,237,4459,254,86646,,1116,-16195,1399,114898,,596,1526,30677,30677,465,3035,324,4683,,327,726,128653,,1689,977,315
,342,U1408,C,13,H,4,300,,108.5,115.65,132.26,2050998,2050998,502967,502967,28458,28458,8,309018,309018,19,-1637,7,3580,8,93296,,17,-15097,12,118802,,17,46,30135,30135,10,4096,10,5869,,10,25,129574,,18,1322,7
,342,U1408,C,13,H,4,320,,108.52,115.67,132.28,2086821,2086821,451282,451282,28689,28689,8,306121,306121,19,-2147,7,3097,8,91456,,17,-17842,12,119292,,17,46,31863,31863,10,4120,10,4833,,10,24,126528,,18,1861,7
,342,U1408,C,13,H,4,340,,108.54,115.69,132.30,2100278,2100278,430807,430807,31956,31956,9,316456,316456,19,-1967,7,1998,8,88627,,17,-18846,12,121131,,17,46,33475,33475,10,3231,10,5174,,10,23,129835,,18,1597,7
,342,U1408,C,13,H,4,360,,108.56,115.71,132.32,2153950,2153950,403444,403444,31325,31325,275,311206,311206,616,-1743,232,1603,242,89107,,1115,-16916,1401,119223,,600,1484,33879,33879,473,2930,329,4417,,329,747,129629,,1689,929,319
,342,U1408,C,13,H,4,380,,108.58,115.73,132.34,2015933,2015933,449936,449936,31296,31296,9,317195,317195,19,-1571,7,2396,7,87213,,16,-19439,12,122857,,17,45,35072,35072,10,2994,10,4628,,10,24,129846,,18,821,7
,342,U1408,C,13,H,4,400,,108.6,115.75,132.36,1901389,1901389,490809,490809,31765,31765,9,326883,326883,20,-1310,7,2303,7,91103,,17,-17389,12,126042,,17,44,36282,36282,11,3078,10,3713,,10,24,128262,,18,1418,7
,342,U1408,C,13,H,4,420,,108.62,115.77,132.38,1862650,1862650,518237,518237,33270,33270,9,337813,337813,20,-1166,7,2226,7,93119,,17,-16526,12,130140,,17,44,36971,36971,11,3790,10,4525,,10,25,126671,,18,853,7
,342,U1408,C,13,H,4,440,,108.64,115.79,132.40,1856657,1856657,517583,517583,34020,34020,9,341185,341185,20,-1216,7,2116,7,90370,,17,-17190,12,134088,,17,44,38088,38088,11,4111,10,3887,,10,25,130509,,18,1186,7
,342,U1408,C,13,H,4,460,,108.66,115.81,132.42,1790876,1790876,522965,522965,33585,33585,9,338308,338308,20,-1692,7,2098,7,91427,,17,-17349,12,133139,,17,43,38770,38770,11,4364,10,4358,,10,25,129796,,18,807,7
,342,U1408,C,13,H,4,480,,108.68,115.83,132.44,1871429,1871429,487962,487962,34141,34141,9,341810,341810,20,-1361,7,1858,7,90388,,17,-18207,12,133752,,17,44,37285,37285,11,3030,10,2819,,10,24,132568,,18,1816,7
,342,U1408,C,13,H,4,500,,108.7,115.85,132.46,1913986,1913986,453877,453877,34838,34838,9,342017,342017,20,-1363,7,2429,7,88018,,17,-18857,12,131928,,17,44,38471,38471,11,4344,10,3371,,10,24,133558,,18,1598,7
,342,U1408,C,13,H,4,520,,108.72,115.87,132.48,1863512,1863512,452131,452131,35115,35115,9,338375,338375,20,-1403,7,2653,7,87596,,16,-16929,12,130352,,17,44,37160,37160,11,4254,10,3317,,10,24,126867,,18,1584,7
,342,U1408,C,13,H,4,540,,108.74,115.89,132.50,2015665,2015665,410950,410950,34592,34592,9,333329,333329,20,-1409,7,2259,8,86619,,16,-16987,12,126278,,17,45,36289,36289,11,3726,10,3523,,10,23,131809,,18,1416,7
,342,U1408,C,13,H,4,560,,108.76,115.91,132.52,1784062,1784062,486439,486439,33067,33067,9,336640,336640,20,-1535,7,2558,7,88860,,16,-18920,12,130311,,17,43,38413,38413,11,2848,10,3893,,10,24,128466,,18,1178,7
,342,U1408,C,13,H,4,580,,108.78,115.93,132.54,1838678,1838678,441180,441180,35347,35347,9,344858,344858,20,-1310,7,2265,7,84824,,16,-19481,12,130237,,17,43,38829,38829,11,3489,10,2822,,10,23,134381,,18,1095,7
,342,U1408,C,13,H,4,600,,108.8,115.95,132.56,1805352,1805352,437349,437349,35695,35695,9,340559,340559,20,-1454,7,2354,7,83980,,16,-14353,12,131586,,17,43,38747,38747,11,3552,10,3598,,10,23,122922,,18,827,7
,342,U1408,C,13,H,4,620,,108.82,115.97,132.58,1755479,1755479,457301,457301,34093,34093,9,329802,329802,20,-1658,7,3111,7,83919,,16,-16009,11,125091,,17,42,36186,36186,10,3711,10,3288,,10,24,121859,,18,1274,7
,342,U1408,C,13,H,4,640,,108.84,115.99,132.60,1822021,1822021,426923,426923,35280,35280,9,336103,336103,20,-1578,7,3212,7,82496,,16,-15866,12,128750,,17,43,37383,37383,11,3379,10,3711,,10,23,127076,,18,808,7
,342,U1408,C,13,H,4,660,,108.86,116.01,132.62,1915813,1915813,415771,415771,36107,36107,9,341278,341278,20,-1277,7,1367,7,84291,,16,-18860,12,130061,,17,44,38526,38526,11,3805,10,3833,,10,23,132927,,18,1409,7
,342,U1408,C,13,H,4,680,,108.88,116.03,132.64,1890808,1890808,416859,416859,34593,34593,9,336638,336638,20,-1569,7,2011,7,85419,,16,-18220,12,128240,,17,44,36446,36446,11,3729,10,3416,,10,23,129785,,18,1151,7
,342,U1408,C,13,H,4,700,,108.9,116.05,132.66,1928320,1928320,422102,422102,35015,35015,9,333569,333569,20,-1061,7,3891,8,84206,,16,-16933,12,128412,,17,44,36899,36899,11,3234,10,3968,,10,23,130144,,18,672,7
,342,U1408,C,13,H,4,720,,108.92,116.07,132.68,1997292,1997292,402803,402803,34691,34691,9,329728,329728,20,-1447,7,2876,7,82395,,16,-16323,12,124940,,17,45,35535,35535,10,3374,10,3888,,10,23,127015,,18,1453,7
,342,U1408,C,13,H,4,740,,108.94,116.09,132.70,2006002,2006002,408488,408488,34259,34259,9,330306,330306,20,-1762,7,2595,8,83142,,16,-16826,12,123136,,17,45,34355,34355,10,4245,10,3501,,10,23,129666,,18,1454,7
,342,U1408,C,13,H,4,760,,108.96,116.11,132.72,2010631,2010631,438165,438165,32389,32389,9,316310,316310,19,-1457,7,3105,7,83061,,16,-18157,12,119924,,17,45,34131,34131,10,3315,10,3916,,10,23,128543,,18,850,7
,342,U1408,C,13,H,4,780,,108.98,116.13,132.74,2104220,2104220,401050,401050,30959,30959,9,306770,306770,19,-1510,7,3676,8,83650,,16,-13627,12,114387,,17,46,29738,29738,10,4021,10,5285,,10,23,126375,,18,1852,7
,342,U1408,C,13,H,4,800,,109,116.15,132.76,2073626,2073626,429216,429216,31038,31038,9,302622,302622,19,-2361,7,11788,8,79512,,16,-15553,12,111576,,17,46,30853,30853,10,3117,10,4174,,10,23,122836,,18,1042,7
,342,U1408,C,13,H,4,820,,109.02,116.17,132.78,2053818,2053818,417407,417407,30716,30716,8,305794,305794,19,-1934,7,5577,8,81669,,16,-16021,12,113216,,17,45,31228,31228,10,3983,10,4451,,10,23,120862,,18,1367,7
,342,U1408,C,13,H,4,840,,109.04,116.19,132.80,2027632,2027632,386332,386332,30994,30994,8,301719,301719,19,-1762,7,2652,7,78146,,16,-17828,12,112166,,17,45,31063,31063,10,3640,10,4269,,10,22,122849,,18,1065,7
,342,U1408,C,13,H,4,860,,109.06,116.21,132.82,2100322,2100322,351489,351489,28813,28813,266,284659,284659,591,-2110,227,4431,245,79543,,1071,-14761,1346,104671,,572,1460,29430,29430,448,4078,314,4918,,314,699,117915,,1622,1006,303
,342,U1408,C,13,H,4,880,,109.08,116.23,132.84,2255045,2255045,346377,346377,31839,31839,276,301721,301721,608,-1944,232,3198,247,80831,,1097,-17572,1385,107676,,586,1512,30720,30720,460,3533,321,4067,,320,701,128771,,1666,1134,312
,342,U1408,C,13,H,4,900,,109.1,116.25,132.86,2355949,2355949,340036,340036,30792,30792,274,288467,288467,598,-2153,236,1544,246,84412,,1116,-16499,1406,106712,,590,1543,29228,29228,458,3405,320,5164,,323,699,131780,,1695,1148,312
,342,U1408,C,13,H,4,920,,109.12,116.27,132.88,2329522,2329522,325534,325534,30255,30255,271,285730,285730,594,-1956,234,1977,244,80653,,1091,-16254,1377,103209,,580,1534,28896,28896,450,3360,316,4995,,319,684,125287,,1655,589,305
,342,U1408,C,13,H,4,940,,109.14,116.29,132.90,2414089,2414089,313187,313187,28490,28490,267,274504,274504,585,-2461,238,2628,249,79052,,1099,-17014,1390,98991,,579,1559,26854,26854,446,3298,312,5661,,317,675,127113,,1668,1099,304
,342,U1408,C,13,H,4,960,,109.16,116.31,132.92,2370932,2370932,315406,315406,30225,30225,271,283351,283351,593,-2214,236,3079,248,79263,,1086,-14509,1377,102006,,580,1546,27734,27734,447,3180,314,4962,,317,675,119968,,1648,1147,304
,342,U1408,C,13,H,4,980,,109.18,116.33,132.94,2330254,2330254,326636,326636,28648,28648,269,276001,276001,587,-2842,237,6910,261,76146,,1084,-14587,1372,99811,,575,1533,27965,27965,449,2965,312,5660,,318,683,120385,,1644,855,305
,342,U1408,C,13,H,4,1000,,109.2,116.35,132.96,2249024,2249024,326915,326915,30148,30148,271,288181,288181,596,-1722,231,995,237,77632,,1082,-18027,1371,102724,,577,1508,28902,28902,451,3147,316,4375,,317,684,125194,,1645,1588,306
,342,U1408,C,13,H,4,1020,,109.22,116.37,132.98,2230273,2230273,300392,300392,29713,29713,270,284389,284389,593,-1934,231,881,237,76314,,1075,-16916,1366,103946,,577,1502,29437,29437,450,4153,315,3884,,313,662,122247,,1636,1481,305
,342,U1408,C,13,H,4,1040,,109.24,116.39,133.00,2113501,2113501,328672,328672,30756,30756,270,289175,289175,595,-1931,225,1285,233,76342,,1053,-14279,1337,105043,,571,1465,30209,30209,453,3560,313,3891,,312,681,113826,,1597,1167,305
,342,U1408,C,13,H,4,1060,,109.26,116.41,133.02,1967983,1967983,380843,380843,30910,30910,8,299598,299598,19,-1655,7,1575,7,81523,,16,-15440,11,110152,,16,45,31772,31772,10,3648,9,4454,,10,22,116596,,17,1166,7
,342,U1408,C,13,H,4,1080,,109.28,116.43,133.04,1911436,1911436,427542,427542,30223,30223,8,302329,302329,19,-1649,7,1552,7,80815,,16,-14020,11,112381,,16,44,31745,31745,10,4222,9,5430,,10,23,116475,,17,1544,7
,342,U1408,C,13,H,4,1100,,109.3,116.45,133.06,1888565,1888565,421022,421022,30506,30506,8,304350,304350,19,-1432,7,1850,7,79645,,16,-15212,11,112917,,16,44,32824,32824,10,3548,9,4679,,10,23,120244,,17,1305,7
,342,U1408,C,13,H,4,1120,,109.32,116.47,133.08,1847785,1847785,409882,409882,31392,31392,8,306689,306689,19,-1279,7,2127,7,79901,,16,-14806,11,113510,,16,43,32968,32968,10,4164,9,3172,,10,23,122528,,17,1151,7
,342,U1408,C,13,H,4,1140,,109.34,116.49,133.10,1843164,1843164,401248,401248,31605,31605,8,308932,308932,19,-1514,7,1801,7,79547,,16,-16104,11,113294,,16,43,33180,33180,10,3370,9,3315,,10,22,121267,,17,741,7
,342,U1408,C,13,H,4,1160,,109.36,116.51,133.12,1834326,1834326,395682,395682,31855,31855,8,307231,307231,19,-1296,7,2166,7,77523,,16,-14513,11,113752,,16,43,33401,33401,10,3161,9,3217,,10,22,120979,,17,929,7
,342,U1408,C,13,H,4,1180,,109.38,116.53,133.14,1773597,1773597,422213,422213,32158,32158,8,314983,314983,19,-1554,7,2322,7,80788,,16,-13937,11,116155,,16,42,33961,33961,10,3542,9,3255,,10,23,120222,,17,897,7
,342,U1408,C,13,H,4,1200,,109.4,116.55,133.16,1808893,1808893,432822,432822,31615,31615,8,314342,314342,19,-1885,7,1886,7,78552,,16,-15539,11,114798,,16,43,33251,33251,10,4135,10,3637,,10,23,122146,,17,983,7
,342,U1408,C,13,H,4,1220,,109.42,116.57,133.18,1783708,1783708,446523,446523,31572,31572,8,318612,318612,19,-1128,7,2302,7,77280,,16,-16221,11,115711,,16,43,33559,33559,10,4462,9,3175,,10,23,124754,,17,1412,7
,342,U1408,C,13,H,4,1240,,109.44,116.59,133.20,1751020,1751020,445624,445624,32219,32219,8,319975,319975,19,-1615,7,1454,7,77927,,16,-16905,11,117389,,16,42,34840,34840,10,3785,10,2510,,10,23,123435,,17,871,7
,342,U1408,C,13,H,4,1260,,109.46,116.61,133.22,1781426,1781426,429802,429802,33024,33024,9,323990,323990,19,-1227,7,1856,7,77580,,16,-16404,11,117556,,16,43,33844,33844,10,4312,10,2740,,10,23,123895,,17,1683,7
,342,U1408,C,13,H,4,1280,,109.48,116.63,133.24,1727712,1727712,432594,432594,33261,33261,9,321826,321826,19,-990,7,2766,7,77288,,16,-17305,11,118344,,16,42,35192,35192,10,4351,10,3245,,10,23,125294,,17,1357,7
,342,U1408,C,13,H,4,1300,,109.5,116.65,133.26,1721991,1721991,415767,415767,31826,31826,8,316814,316814,19,-1326,7,2502,7,77326,,16,-15104,11,118912,,16,42,35085,35085,10,3729,9,2360,,10,23,119993,,17,525,7
,342,U1408,C,13,H,4,1320,,109.52,116.67,133.28,1714121,1714121,440451,440451,32570,32570,8,321671,321671,19,-1661,7,2437,7,76642,,16,-14908,11,118382,,16,42,34206,34206,10,3624,9,2985,,10,23,119665,,17,1439,7
,342,U1408,C,13,H,4,1340,,109.54,116.69,133.30,1749694,1749694,411404,411404,32342,32342,8,316127,316127,19,-988,7,2027,7,78188,,16,-14730,11,116257,,16,42,34931,34931,10,3428,9,2908,,10,23,117854,,17,1217,7
,342,U1408,C,13,H,4,1360,,109.56,116.71,133.32,1743761,1743761,399164,399164,31474,31474,8,309722,309722,19,-1289,7,2143,7,77313,,16,-14671,11,116306,,16,42,34549,34549,10,3764,9,2704,,10,22,119711,,17,1333,7
,342,U1408,C,13,H,4,1380,,109.58,116.73,133.34,1684767,1684767,415478,415478,30169,30169,8,303783,303783,19,-1750,7,3454,7,75651,,16,-15971,11,114830,,16,41,32905,32905,10,2933,9,3361,,10,23,118627,,17,1099,7
,342,U1408,C,13,H,4,1400,,109.6,116.75,133.36,1716659,1716659,412221,412221,29353,29353,8,295686,295686,19,-1532,7,3639,7,76417,,16,-13396,11,113123,,16,42,32220,32220,10,3862,9,3325,,10,22,118236,,17,1494,7
,342,U1408,C,13,H,4,1420,,109.62,116.77,133.38,1767812,1767812,377244,377244,30431,30431,8,296843,296843,19,-1302,7,3185,7,74536,,15,-16214,11,110755,,16,42,31839,31839,10,2688,9,3171,,10,22,118054,,17,658,7
,342,U1408,C,13,H,4,1440,,109.64,116.79,133.40,1719583,1719583,395458,395458,28893,28893,8,286698,286698,18,-1638,7,5070,7,74001,,15,-12654,11,108840,,16,42,31150,31150,10,3324,9,2871,,10,22,114866,,17,648,7
,342,U1408,C,13,H,4,1460,,109.66,116.81,133.42,1660273,1660273,385827,385827,26139,26139,8,264353,264353,18,-1458,7,6965,7,71093,,15,-12430,11,104707,,16,41,30000,30000,10,3005,9,2962,,9,22,111060,,17,1377,6
,342,U1408,C,13,H,4,1480,,109.68,116.83,133.44,1755441,1755441,372105,372105,26047,26047,8,267151,267151,18,-1808,7,4689,7,71796,,15,-12774,11,103857,,16,42,29070,29070,10,3084,9,2206,,9,22,114934,,17,1556,7
,342,U1408,C,13,H,4,1500,,109.7,116.85,133.46,1907869,1907869,385581,385581,28246,28246,8,286307,286307,18,-2143,7,2317,7,81400,,16,-14691,12,109222,,16,44,30719,30719,10,3348,9,3138,,10,22,123972,,18,1203,7
,342,U1408,C,13,H,5,20,,109.72,116.87,133.48,2224417,2224417,413696,413696,32505,32505,279,322873,322873,627,-1597,236,2695,250,88622,,1127,-16943,1417,123864,,609,1507,35099,35099,482,3961,336,3303,,331,757,136111,,1707,1065,324
,342,U1408,C,13,H,5,40,,109.74,116.89,133.50,2135313,2135313,405466,405466,34019,34019,9,328606,328606,20,-2142,7,2216,8,85822,,17,-17992,12,126283,,17,46,35537,35537,11,4269,10,2554,,10,23,138545,,18,1777,7
,342,U1408,C,13,H,5,60,,109.76,116.91,133.52,2204367,2204367,384046,384046,32706,32706,279,317147,317147,622,-2003,234,2198,246,86966,,1112,-17105,1400,120725,,603,1500,34425,34425,475,3709,330,2857,,325,735,130520,,1683,1234,319
,342,U1408,C,13,H,5,80,,109.78,116.93,133.54,2224971,2224971,372683,372683,31295,31295,276,308095,308095,614,-2009,233,2584,245,84534,,1097,-17763,1381,116299,,595,1505,32662,32662,468,3687,325,2546,,322,724,125177,,1659,1391,315
,342,U1408,C,13,H,5,100,,109.8,116.95,133.56,2127855,2127855,400521,400521,31111,31111,273,304353,304353,610,-2275,231,4774,250,82438,,1090,-18051,1372,111724,,587,1473,31394,31394,462,4472,323,3398,,318,740,121778,,1649,1562,312
,342,U1408,C,13,H,5,120,,109.82,116.97,133.58,2176985,2176985,350329,350329,29890,29890,270,290392,290392,597,-1961,231,7562,255,80502,,1079,-15269,1358,108429,,580,1486,30379,30379,454,3089,318,2456,,316,701,118463,,1634,1385,307
,342,U1408,C,13,H,5,140,,109.84,116.99,133.60,2150475,2150475,339189,339189,30292,30292,270,289098,289098,596,-1934,227,2265,240,80367,,1076,-18088,1355,107651,,579,1478,30202,30202,453,3712,315,3140,,312,692,119624,,1631,1004,305
,342,U1408,C,13,H,5,160,,109.86,117.01,133.62,2138075,2138075,343707,343707,29621,29621,269,285890,285890,593,-1841,227,2068,239,80920,,1074,-14077,1350,107110,,575,1474,29853,29853,452,3621,315,2670,,313,695,119651,,1625,1257,305
,342,U1408,C,13,H,5,180,,109.88,117.03,133.64,2099252,2099252,344004,344004,28587,28587,264,278902,278902,586,-1841,226,2962,241,78820,,1064,-13320,1339,104597,,571,1460,29873,29873,447,3581,312,3190,,312,693,116624,,1609,682,302
,342,U1408,C,13,H,5,200,,109.9,117.05,133.66,2127870,2127870,352755,352755,29382,29382,267,283743,283743,591,-1666,229,2096,239,82100,,1077,-14553,1351,107676,,576,1471,30075,30075,453,3832,315,3325,,313,702,121605,,1630,752,307
,342,U1408,C,13,H,5,220,,109.92,117.07,133.68,2236564,2236564,367806,367806,29917,29917,271,293551,293551,601,-1597,233,3312,248,83678,,1100,-15901,1384,110371,,587,1507,30338,30338,462,2991,321,3817,,321,717,129409,,1668,999,314
,342,U1408,C,13,H,5,240,,109.94,117.09,133.70,2228400,2228400,333695,333695,29757,29757,270,285461,285461,594,-1608,232,2018,242,84258,,1095,-13736,1378,107768,,582,1503,29409,29409,454,3108,316,3505,,315,689,123940,,1659,1236,308
,342,U1408,C,13,H,5,260,,109.96,117.11,133.72,2149028,2149028,344822,344822,30109,30109,270,289040,289040,596,-1944,231,1669,241,80828,,1079,-16082,1354,109613,,579,1478,30512,30512,455,3050,317,3450,,316,698,123894,,1635,909,308
,342,U1408,C,13,H,5,280,,109.98,117.13,133.74,2084452,2084452,368309,368309,29434,29434,266,288119,288119,594,-2019,226,2637,240,80227,,1070,-15388,1344,108168,,575,1456,31450,31450,452,3961,315,3821,,313,713,120538,,1619,938,304
,342,U1408,C,13,H,5,300,,110,117.15,133.76,2071440,2071440,365807,365807,29019,29019,266,286862,286862,592,-1692,226,1936,237,80819,,1073,-16266,1350,106817,,575,1451,30227,30227,450,3808,313,2987,,313,710,118088,,1626,1499,304
,342,U1408,C,13,H,5,320,,110.02,117.17,133.78,2085539,2085539,370936,370936,29377,29377,267,289036,289036,595,-1746,226,1494,236,79670,,1071,-15515,1347,107856,,576,1457,30169,30169,454,3096,315,3264,,315,715,123581,,1622,599,307
,342,U1408,C,13,H,5,340,,110.04,117.19,133.80,2085346,2085346,366336,366336,30456,30456,270,292221,292221,598,-1656,227,1193,236,78534,,1068,-15797,1347,108255,,575,1456,30294,30294,453,3209,315,3861,,312,711,120900,,1620,1083,306
,342,U1408,C,13,H,5,360,,110.06,117.21,133.82,2093352,2093352,359663,359663,30661,30661,270,291400,291400,597,-1524,227,4434,243,76566,,1068,-15746,1351,107500,,575,1459,30832,30832,454,3811,314,4111,,313,705,122963,,1624,1072,306
,342,U1408,C,13,H,5,380,,110.08,117.23,133.84,2001572,2001572,357492,357492,32167,32167,272,299981,299981,603,-1464,222,2081,235,76825,,1063,-15361,1342,109436,,575,1429,32431,32431,456,3427,316,3222,,311,703,122010,,1617,694,306
,342,U1408,C,13,H,5,400,,110.1,117.25,133.86,1911640,1911640,372794,372794,32003,32003,8,303787,303787,19,-1559,7,2134,7,80747,,16,-14193,11,114236,,16,44,33401,33401,10,3026,9,2825,,10,22,122213,,18,833,7
,342,U1408,C,13,H,5,420,,110.12,117.27,133.88,1919918,1919918,375262,375262,33001,33001,9,308535,308535,19,-1411,7,2049,7,75090,,16,-15966,11,114871,,17,44,34813,34813,10,2986,9,3059,,10,22,123857,,17,620,7
,342,U1408,C,13,H,5,440,,110.14,117.29,133.90,1890703,1890703,377778,377778,33199,33199,9,310320,310320,19,-1621,7,1789,7,75974,,16,-15527,11,115960,,17,44,34223,34223,10,3648,9,2525,,10,22,122264,,17,1736,7
,342,U1408,C,13,H,5,460,,110.16,117.31,133.92,1840096,1840096,377057,377057,32899,32899,9,312801,312801,19,-1280,7,1941,7,75983,,16,-16122,11,116033,,16,43,34739,34739,10,3723,9,2320,,10,22,122023,,17,1184,7
,342,U1408,C,13,H,5,480,,110.18,117.33,133.94,1806303,1806303,385181,385181,32787,32787,8,311284,311284,19,-1391,7,2391,7,75736,,16,-15582,11,114944,,16,43,35070,35070,10,3374,9,2984,,10,22,122578,,17,464,7
,342,U1408,C,13,H,5,500,,110.2,117.35,133.96,1784823,1784823,375648,375648,32122,32122,8,307016,307016,19,-1844,7,2053,7,74987,,16,-15844,11,113475,,16,43,34888,34888,10,3988,9,2440,,10,22,120787,,17,1413,7
,342,U1408,C,13,H,5,520,,110.22,117.37,133.98,1755551,1755551,374303,374303,33157,33157,8,313566,313566,19,-838,7,2170,7,74592,,16,-13255,11,116472,,16,42,35599,35599,10,3866,9,3479,,10,22,121526,,17,1016,7
,342,U1408,C,13,H,5,540,,110.24,117.39,134.00,1724624,1724624,370403,370403,32859,32859,8,309028,309028,19,-1398,7,1865,7,74578,,16,-14749,11,115201,,16,42,34633,34633,10,3504,9,2888,,10,22,121311,,17,1346,7
,342,U1408,C,13,H,5,560,,110.26,117.41,134.02,1718433,1718433,363124,363124,32391,32391,8,303892,303892,19,-760,7,2905,7,75045,,15,-14983,11,111372,,16,42,34451,34451,10,3903,9,2634,,10,21,117119,,17,1478,7
,342,U1408,C,13,H,5,580,,110.28,117.43,134.04,1689587,1689587,356915,356915,32645,32645,8,304510,304510,19,-1156,7,3192,7,73748,,15,-15590,11,112959,,16,41,35940,35940,10,3549,9,2415,,10,21,119434,,17,1047,7
,342,U1408,C,13,H,5,600,,110.3,117.45,134.06,1711002,1711002,391187,391187,30632,30632,8,299964,299964,19,-1107,7,2644,7,74895,,15,-15449,11,109577,,16,42,33689,33689,10,3785,9,3644,,10,22,119411,,17,981,7
,342,U1408,C,13,H,5,620,,110.32,117.47,134.08,1769940,1769940,380023,380023,30106,30106,8,291211,291211,18,-1623,7,2423,7,74358,,15,-14450,11,107057,,16,42,32457,32457,10,3796,9,4614,,10,22,118263,,17,926,7
,342,U1408,C,13,H,5,640,,110.34,117.49,134.10,1843185,1843185,365939,365939,27881,27881,8,278582,278582,18,-1537,7,1474,7,70565,,15,-13628,11,101332,,16,43,30675,30675,10,3137,9,4917,,10,21,115400,,17,-49,7
,342,U1408,C,13,H,5,660,,110.36,117.51,134.12,1867013,1867013,394703,394703,27070,27070,8,277876,277876,18,-1373,7,2533,7,73400,,15,-10040,11,100785,,16,43,30079,30079,10,3685,9,4646,,10,22,115778,,17,717,7
,342,U1408,C,13,H,5,680,,110.38,117.53,134.14,1816819,1816819,407806,407806,27185,27185,8,279436,279436,18,-1339,7,2830,7,73198,,15,-13506,11,100560,,16,43,30475,30475,10,3284,9,4439,,10,22,115869,,17,466,7
,342,U1408,C,13,H,5,700,,110.4,117.55,134.16,1808526,1808526,397110,397110,27365,27365,8,277715,277715,18,-1406,7,2999,7,71056,,15,-13371,11,101799,,16,43,30472,30472,10,2871,9,4117,,10,22,117432,,17,550,7
,342,U1408,C,13,H,5,720,,110.42,117.57,134.18,1798931,1798931,429993,429993,27263,27263,8,279164,279164,18,-1590,7,3736,7,77398,,16,-12543,11,102052,,16,43,29191,29191,10,3377,9,4649,,10,23,116863,,17,935,7
,342,U1408,C,13,H,5,740,,110.44,117.59,134.20,1878354,1878354,397777,397777,26819,26819,8,277825,277825,18,-1586,7,2710,7,77595,,16,-11136,11,100731,,16,43,28612,28612,10,3192,9,5117,,10,22,114842,,17,731,6
,342,U1408,C,13,H,5,760,,110.46,117.61,134.22,1899372,1899372,370262,370262,26111,26111,8,264990,264990,18,-1836,7,1813,7,73811,,15,-12625,11,96762,,16,44,28447,28447,10,3122,9,4669,,10,22,117876,,17,674,6
,342,U1408,C,13,H,5,780,,110.48,117.63,134.24,1957710,1957710,362503,362503,24903,24903,251,258052,258052,563,-1666,219,2040,232,72702,,1035,-11462,1314,93415,,551,1411,26131,26131,435,3394,304,5062,,308,702,115539,,1570,696,295
,342,U1408,C,13,H,5,800,,110.5,117.65,134.26,2084019,2084019,345150,345150,25191,25191,254,259677,259677,567,-1640,224,1768,235,74356,,1051,-13277,1336,90056,,553,1453,25017,25017,433,3259,304,6750,,312,691,118189,,1597,883,295
,342,U1408,C,13,H,5,820,,110.52,117.67,134.28,2100144,2100144,328840,328840,24365,24365,251,246878,246878,554,-1546,222,1954,233,73914,,1044,-11544,1333,87240,,549,1456,24988,24988,430,2780,300,6771,,310,677,113987,,1586,1042,293
,342,U1408,C,13,H,5,840,,110.54,117.69,134.30,2152109,2152109,310684,310684,23753,23753,249,240518,240518,548,-1630,224,1732,233,70610,,1049,-14350,1344,82575,,548,1474,23852,23852,424,2643,297,7528,,310,663,119664,,1599,1032,289
