Comments,Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth (MCD) (CCSF),Depth comp [mcd] (two-site composite (Depth CCS...),Ca_Area,Ca_Area_corrected,Fe_Area,Fe_Area_corrected,Al_Area,Al_Area_corrected,Al_ DArea,Si_Area,Si_Area_corrected,Si_ DArea,P_Area,P_ DArea,S_Area,S_ DArea,Cl_Area,Cl_Area_corrected,Cl_ DArea,Ar_Area,Ar_ DArea,K_Area,K_Area_corrected,K_ DArea,Ca_ DArea,Ti_Area,Ti_Area_corrected,Ti_ DArea,Cr_Area,Cr_ DArea,Mn_Area,Mn_Area_corrected,Mn_ DArea,Fe_ DArea,Rh_Area,Rh_Area_corrected,Rh_ DArea,Ba_Area,Ba_ DArea
,342,U1410,B,10,H,2,,1220,79.02,85.59,66.19,1507660,1507660,420970,420970,33518,33518,9,335217,335217,20,-2027,7,2913,8,104371,,17,-18220,12,143587,,18,40,41346,41346,11,3381,10,2705,,11,23,127992,,19,641,7
,342,U1410,B,10,H,2,,1240,79.04,85.61,66.21,1508350,1508350,459413,459413,30679,30679,9,316927,316927,19,-1743,7,3560,8,107572,,17,-17435,12,139134,,18,40,37168,37168,11,3722,10,3510,,11,24,120780,,19,1068,7
,342,U1410,B,10,H,2,,1260,79.06,85.63,66.23,1554760,1554760,430593,430593,32808,32808,9,321413,321413,19,-2244,7,3460,8,103734,,17,-15190,12,137935,,18,40,37764,37764,11,3307,10,2503,,10,23,117183,,18,863,7
,342,U1410,B,10,H,2,,1280,79.08,85.65,66.25,1353024,1353024,498375,498375,32247,32247,9,329975,329975,20,-1623,7,3822,8,108456,,17,-15900,12,143416,,18,38,39243,39243,11,3065,10,2987,,11,25,120372,,19,1247,7
,342,U1410,B,10,H,2,,1300,79.1,85.67,66.27,1586258,1586258,457684,457684,31030,31030,9,316184,316184,19,-1957,7,3682,8,107083,,17,-15571,12,137321,,18,41,37065,37065,11,3624,10,1765,,11,24,123075,,19,1283,7
,342,U1410,B,10,H,2,,1320,79.12,85.69,66.29,1576152,1576152,460347,460347,31604,31604,9,321544,321544,19,-1921,7,4048,8,107615,,17,-15050,12,139360,,18,41,37433,37433,11,3084,10,1910,,11,24,122530,,19,1066,7
,342,U1410,B,10,H,2,,1340,79.14,85.71,66.31,1529665,1529665,482436,482436,30563,30563,9,313348,313348,19,-1711,7,4205,8,109605,,17,-17216,12,136041,,18,40,36330,36330,11,3459,10,2860,,11,24,120184,,19,644,7
,342,U1410,B,10,H,2,,1360,79.16,85.73,66.33,1792817,1792817,435684,435684,30090,30090,9,312165,312165,19,-1900,7,2703,8,110929,,18,-15900,13,130782,,18,43,34955,34955,11,3147,10,2216,,11,24,124373,,19,595,7
,342,U1410,B,10,H,2,,1380,79.18,85.75,66.35,1907637,1907637,426646,426646,31107,31107,9,310751,310751,19,-2543,7,3267,8,108924,,18,-15829,13,129837,,18,44,33533,33533,11,3463,10,1727,,11,23,130515,,19,1299,7
,342,U1410,B,10,H,2,,1400,79.2,85.77,66.37,1996030,1996030,383203,383203,30147,30147,9,304237,304237,19,-2573,7,2369,8,108815,,18,-14182,13,127066,,18,45,34486,34486,11,2730,10,2398,,11,23,125714,,19,444,7
,342,U1410,B,10,H,2,,1420,79.22,85.79,66.39,2064963,2064963,372765,372765,30163,30163,9,303478,303478,19,-2574,8,2502,8,110565,,18,-16414,13,125363,,18,46,32827,32827,11,3283,10,2555,,11,22,133046,,19,1102,7
,342,U1410,B,10,H,2,,1440,79.24,85.81,66.41,2153606,2153606,345155,345155,29074,29074,282,288133,288133,605,-2530,246,2667,263,110387,,1357,-15119,1751,119558,,653,1496,31043,31043,496,2914,340,2714,,339,723,132111,,2106,622,338
,342,U1410,B,10,H,2,,1460,79.26,85.83,66.43,2225205,2225205,333926,333926,27276,27276,278,274279,274279,593,-3122,247,2655,262,111483,,1357,-14523,1756,113131,,648,1517,29446,29446,488,2542,336,2270,,336,713,124677,,2106,750,333
,342,U1410,B,10,H,2,,1480,79.28,85.85,66.45,2608445,2608445,297262,297262,24841,24841,275,251999,251999,576,-4189,257,3082,275,114682,,1393,-13536,1811,100066,,652,1632,23990,23990,478,2304,333,2137,,339,688,124788,,2159,730,329
,342,U1410,B,10,H,2,,1500,79.3,85.87,66.47,1095395,1095395,123290,123290,6896,6896,5,80214,80214,11,-2122,6,1884,7,55080,,14,8387,12,27477,,12,34,9299,9299,8,1181,8,1665,,9,14,94319,,16,944,6
,342,U1410,B,10,H,3,,20,79.32,85.89,66.49,3043625,3043625,222146,222146,18468,18468,253,188264,188264,512,-4156,264,2105,274,114490,,1330,-12448,1693,75037,,612,1745,17562,17562,447,1986,314,2662,,327,623,126567,,2031,419,312
,342,U1410,B,10,H,3,,40,79.34,85.91,66.51,3562548,3562548,154814,154814,13812,13812,8,144778,144778,14,-6104,8,825,9,118822,,18,-9094,13,52351,,16,59,13162,13162,9,1459,10,3890,,10,17,121588,,20,-197,6
,342,U1410,B,10,H,3,,60,79.36,85.93,66.53,3556317,3556317,146940,146940,12845,12845,7,131847,131847,14,-5791,8,1660,9,122371,,18,-6200,13,48056,,16,59,11804,11804,9,943,9,3731,,10,17,116701,,19,106,6
,342,U1410,B,10,H,3,,80,79.38,85.95,66.55,3626485,3626485,140643,140643,12336,12336,236,128486,128486,447,-5893,274,783,280,124552,,1377,-7332,1734,44735,,589,1889,11687,11687,425,1099,305,4557,,332,553,121561,,2083,-129,302
,342,U1410,B,10,H,3,,100,79.4,85.97,66.57,3837022,3837022,118829,118829,10593,10593,7,110865,110865,13,-6621,8,1171,9,130762,,19,-8240,14,34855,,15,61,9386,9386,9,981,9,4993,,10,16,118218,,20,-111,6
,342,U1410,B,10,H,3,,120,79.42,85.99,66.59,3281581,3281581,193373,193373,15194,15194,243,155698,155698,477,-4580,268,1417,276,117905,,1353,-8804,1718,56691,,598,1804,14456,14456,438,2048,310,4197,,329,601,126716,,2062,543,309
,342,U1410,B,10,H,3,,140,79.44,86.01,66.61,3719242,3719242,138169,138169,11534,11534,7,122722,122722,14,-5300,8,1053,9,120874,,18,-8535,13,42284,,16,60,11057,11057,9,728,9,4423,,10,17,121902,,20,-21,6
,342,U1410,B,10,H,3,,160,79.46,86.03,66.63,3342014,3342014,175313,175313,15769,15769,247,162625,162625,486,-4125,270,1517,275,114391,,1340,-10799,1707,58742,,599,1820,14706,14706,435,1763,308,4335,,328,581,122920,,2044,1050,306
,342,U1410,B,10,H,3,,180,79.48,86.05,66.65,3173353,3173353,189055,189055,16927,16927,249,173695,173695,496,-4103,265,2252,273,107678,,1308,-8415,1686,63272,,598,1776,16283,16283,436,1591,309,3549,,327,591,115303,,1999,523,306
,342,U1410,B,10,H,3,,200,79.5,86.07,66.67,2675894,2675894,261417,261417,20994,20994,259,216041,216041,538,-3590,254,1345,264,104520,,1285,-12706,1643,86534,,610,1643,22318,22318,455,1610,316,3810,,327,651,122891,,1970,156,316
,342,U1410,B,10,H,3,,220,79.52,86.09,66.69,1883702,1883702,370858,370858,29642,29642,9,287192,287192,19,-2017,7,2493,8,103515,,17,-15642,12,119018,,17,44,32698,32698,10,3334,10,3363,,10,22,116576,,18,906,7
,342,U1410,B,10,H,3,,240,79.54,86.11,66.71,1925885,1925885,338634,338634,28527,28527,8,283078,283078,18,-2440,7,1667,8,98059,,17,-14789,12,115544,,17,44,31701,31701,10,2882,10,2584,,10,21,111638,,18,802,7
,342,U1410,B,10,H,3,,260,79.56,86.13,66.73,1753864,1753864,377119,377119,30073,30073,8,299512,299512,19,-2013,7,1985,7,97578,,17,-16599,12,124540,,17,43,33951,33951,11,2998,10,1976,,10,22,117185,,18,1034,7
,342,U1410,B,10,H,3,,280,79.58,86.15,66.75,1616856,1616856,431265,431265,31539,31539,9,316838,316838,19,-1132,7,1419,7,100701,,17,-16213,12,133706,,17,41,37881,37881,11,3033,10,3150,,10,23,119714,,18,1419,7
,342,U1410,B,10,H,3,,300,79.6,86.17,66.77,1311985,1311985,553741,553741,32160,32160,9,332630,332630,20,-1132,7,2330,7,106955,,17,-17150,12,141356,,17,37,38620,38620,11,3236,10,4838,,11,26,123080,,18,1312,7
,342,U1410,B,10,H,3,,320,79.62,86.19,66.79,1833910,1833910,454696,454696,27415,27415,8,294897,294897,19,-1771,7,1355,8,103735,,17,-16704,12,124211,,17,43,34229,34229,11,3085,10,4369,,11,24,120661,,18,751,7
,342,U1410,B,10,H,3,,340,79.64,86.21,66.81,1213984,1213984,594193,594193,34063,34063,9,345924,345924,20,-1002,7,2480,7,106741,,17,-15259,12,149585,,18,36,41033,41033,11,2635,10,3820,,11,26,119912,,18,2259,7
,342,U1410,B,10,H,3,,360,79.66,86.23,66.83,1666909,1666909,456791,456791,31373,31373,9,312936,312936,19,-1715,7,1571,7,100802,,17,-14856,12,134504,,17,42,38406,38406,11,3149,10,2790,,10,24,122099,,18,839,7
,342,U1410,B,10,H,3,,380,79.68,86.25,66.85,1214846,1214846,560141,560141,36523,36523,9,360618,360618,20,-1222,6,2338,7,102941,,17,-19085,12,154029,,18,36,45239,45239,11,2558,10,2792,,11,26,126357,,18,1342,8
,342,U1410,B,10,H,3,,400,79.7,86.27,66.87,1337865,1337865,516068,516068,35160,35160,9,351792,351792,20,-1118,7,2253,7,101703,,17,-15078,12,150590,,18,38,44607,44607,11,2554,10,3578,,11,25,120824,,18,1741,7
,342,U1410,B,10,H,3,,420,79.72,86.29,66.89,1235928,1235928,545714,545714,36868,36868,9,359635,359635,20,-1338,7,2027,7,103891,,17,-15980,12,152529,,18,36,44492,44492,11,2851,10,3232,,11,26,122496,,18,2110,8
,342,U1410,B,10,H,3,,440,79.74,86.31,66.91,2611195,2611195,296631,296631,24995,24995,268,251279,251279,570,-2977,250,1405,259,100168,,1268,-13585,1653,93423,,621,1626,27558,27558,472,1964,327,2801,,333,680,121813,,1952,228,324
,342,U1410,B,10,H,3,,460,79.76,86.33,66.93,1133587,1133587,596479,596479,35789,35789,9,357607,357607,20,-957,6,3230,7,103138,,17,-16929,12,157611,,18,35,45800,45800,11,2683,10,2470,,11,26,120364,,18,972,8
,342,U1410,B,10,H,3,,480,79.78,86.35,66.95,1274084,1274084,560382,560382,35772,35772,9,358427,358427,20,-1265,7,3824,7,103758,,17,-13884,12,156721,,18,37,44584,44584,11,2989,10,2761,,11,26,122605,,18,1643,7
,342,U1410,B,10,H,3,,500,79.8,86.37,66.97,1229259,1229259,600739,600739,33783,33783,9,343556,343556,20,-1377,7,4913,8,106911,,17,-18304,12,151349,,18,36,40848,40848,11,2836,10,3327,,11,27,124031,,18,1895,7
,342,U1410,B,10,H,3,,520,79.82,86.39,66.99,1526250,1526250,493975,493975,34006,34006,9,341446,341446,20,-1655,7,3400,8,99139,,17,-19412,12,143389,,18,40,40165,40165,11,2580,10,2563,,11,25,128451,,18,1164,7
,342,U1410,B,10,H,3,,540,79.84,86.41,67.01,1362123,1362123,547586,547586,35839,35839,9,350332,350332,20,-1824,7,8399,8,102649,,17,-15477,12,149012,,18,38,42151,42151,11,2671,10,2262,,11,26,122496,,18,1399,7
,342,U1410,B,10,H,3,,560,79.86,86.43,67.03,1526890,1526890,495038,495038,33683,33683,9,336548,336548,20,-1610,7,2314,7,101857,,17,-16523,12,144288,,18,40,38800,38800,11,3344,10,2026,,11,25,123419,,18,1540,7
,342,U1410,B,10,H,3,,580,79.88,86.45,67.05,1602381,1602381,480216,480216,33509,33509,9,331768,331768,20,-1451,7,2570,8,103029,,17,-16247,12,141308,,18,41,38044,38044,11,3164,10,2193,,11,24,123454,,18,1434,7
,342,U1410,B,10,H,3,,600,79.9,86.47,67.07,1402298,1402298,520707,520707,33833,33833,9,341029,341029,20,-1351,7,2463,7,101484,,17,-18213,12,146303,,18,39,41119,41119,11,2791,10,2425,,11,25,125101,,18,741,7
,342,U1410,B,10,H,3,,620,79.92,86.49,67.09,1676784,1676784,480393,480393,32234,32234,9,325467,325467,20,-1770,7,3609,8,105542,,17,-16073,12,136815,,18,42,36068,36068,11,3060,10,2246,,11,24,127161,,19,1277,7
,342,U1410,B,10,H,3,,640,79.94,86.51,67.11,1685207,1685207,465075,465075,33262,33262,9,327545,327545,20,-2295,7,1914,8,100696,,17,-17532,12,135962,,18,42,35662,35662,11,3825,10,2282,,10,24,125544,,18,1787,7
,342,U1410,B,10,H,3,,660,79.96,86.53,67.13,1775959,1775959,440129,440129,31816,31816,9,318305,318305,19,-1656,7,2457,8,98852,,17,-16739,12,130959,,18,43,33813,33813,11,2578,10,1813,,10,24,124936,,18,1819,7
,342,U1410,B,10,H,3,,680,79.98,86.55,67.15,1856623,1856623,431977,431977,30719,30719,9,309218,309218,19,-1638,7,1819,8,102599,,17,-12754,12,126926,,18,44,32467,32467,11,3978,10,2137,,10,23,121666,,19,1678,7
,342,U1410,B,10,H,3,,700,80,86.57,67.17,1538381,1538381,540879,540879,29473,29473,8,312378,312378,19,-1489,7,2308,7,111825,,17,-11378,12,133391,,17,40,33318,33318,11,3347,10,2567,,11,26,118131,,19,956,7
,342,U1410,B,10,H,3,,720,80.02,86.59,67.19,2023186,2023186,398728,398728,29770,29770,9,295680,295680,19,-2157,7,1153,8,103214,,17,-15384,12,119931,,17,45,30355,30355,10,2699,10,1958,,10,23,126844,,19,1119,7
,342,U1410,B,10,H,3,,740,80.04,86.61,67.21,2383448,2383448,337400,337400,26055,26055,8,260852,260852,18,-2672,8,1099,8,103204,,17,-15076,13,105265,,17,49,25511,25511,10,3223,10,2598,,10,21,126067,,19,872,7
,342,U1410,B,10,H,3,,760,80.06,86.63,67.23,2679875,2679875,290440,290440,24074,24074,266,242593,242593,563,-3384,252,1139,262,104504,,1290,-16213,1658,93921,,624,1647,22712,22712,466,2527,324,2716,,331,676,130133,,1983,991,322
,342,U1410,B,10,H,3,,780,80.08,86.65,67.25,3292278,3292278,201518,201518,17410,17410,251,178214,178214,503,-4313,268,1473,274,111767,,1336,-7995,1723,67738,,613,1809,15081,15081,443,1620,314,3091,,330,608,125050,,2046,1239,311
,342,U1410,B,10,H,3,,800,80.1,86.67,67.27,3740667,3740667,140691,140691,11699,11699,7,126143,126143,14,-5337,8,889,9,121458,,18,-7909,14,42839,,16,60,10873,10873,9,1018,9,4566,,10,17,125277,,20,596,6
,342,U1410,B,10,H,3,,820,80.12,86.69,67.29,3403460,3403460,171561,171561,13933,13933,240,141405,141405,461,-5615,269,3656,285,114661,,1351,-8504,1723,45091,,585,1833,13571,13571,436,1230,308,3228,,329,580,122075,,2055,565,308
,342,U1410,B,10,H,3,,840,80.14,86.71,67.31,3600947,3600947,133966,133966,12161,12161,7,126720,126720,14,-5399,8,980,9,120704,,18,-5962,13,38709,,15,59,11327,11327,9,1085,9,4228,,10,16,117180,,19,-383,6
,342,U1410,B,10,H,3,,860,80.16,86.73,67.33,3460370,3460370,148019,148019,13937,13937,7,143579,143579,14,-4988,8,1203,9,114259,,18,-8088,13,47310,,16,58,13097,13097,9,1083,9,3985,,10,17,120289,,19,459,6
,342,U1410,B,10,H,3,,880,80.18,86.75,67.35,2830844,2830844,246375,246375,19547,19547,254,199710,199710,521,-3047,257,2542,268,106957,,1294,-12342,1656,75441,,605,1687,19416,19416,456,1855,315,3204,,328,640,120839,,1978,1217,318
,342,U1410,B,10,H,3,,900,80.2,86.77,67.37,2794579,2794579,231681,231681,20028,20028,254,203560,203560,525,-3344,255,1840,264,99042,,1273,-13859,1641,76565,,601,1675,19713,19713,449,2019,312,3547,,323,623,120910,,1954,387,313
,342,U1410,B,10,H,3,,920,80.22,86.79,67.39,2299893,2299893,296018,296018,25093,25093,266,252987,252987,570,-2985,243,1543,254,100203,,1240,-13657,1583,102694,,610,1532,26737,26737,466,2367,321,3640,,324,674,118013,,1899,550,319
,342,U1410,B,10,H,3,,940,80.24,86.81,67.41,1969909,1969909,346693,346693,28671,28671,8,283934,283934,18,-1827,7,1675,8,96920,,17,-14817,12,118784,,17,45,30788,30788,10,2972,10,3861,,10,21,116509,,18,1502,7
,342,U1410,B,10,H,3,,960,80.26,86.83,67.43,1822296,1822296,375499,375499,29187,29187,8,289731,289731,19,-2408,7,1900,7,97790,,17,-14993,12,122569,,17,43,33231,33231,10,2694,10,2180,,10,22,112346,,18,673,7
,342,U1410,B,10,H,3,,980,80.28,86.85,67.45,1551544,1551544,441634,441634,30602,30602,8,311172,311172,19,-1108,7,2362,7,100074,,17,-16620,12,135172,,17,40,37390,37390,11,3347,10,3635,,10,23,118629,,18,539,7
,342,U1410,B,10,H,3,,1000,80.3,86.87,67.47,1524828,1524828,486393,486393,28742,28742,8,306453,306453,19,-1487,7,1999,7,106622,,17,-13257,12,133573,,17,40,36082,36082,11,3980,10,3696,,10,24,118214,,18,1093,7
,342,U1410,B,10,H,3,,1020,80.32,86.89,67.49,1371434,1371434,482571,482571,32275,32275,9,334149,334149,20,-1214,7,1965,7,98590,,17,-16851,12,146348,,18,38,40577,40577,11,2461,10,3578,,10,24,118305,,18,1425,7
,342,U1410,B,10,H,3,,1040,80.34,86.91,67.51,1191999,1191999,596297,596297,31291,31291,8,338614,338614,20,-825,6,2654,7,110781,,17,-14635,12,149322,,18,36,40383,40383,11,3146,10,4079,,11,26,117762,,18,1360,7
,342,U1410,B,10,H,3,,1060,80.36,86.93,67.53,1295855,1295855,578536,578536,32016,32016,9,335895,335895,20,-1238,7,1858,7,104728,,17,-18350,12,147011,,18,37,40694,40694,11,2867,10,3407,,11,26,128989,,19,598,7
,342,U1410,B,10,H,3,,1080,80.38,86.95,67.55,1523263,1523263,453652,453652,33748,33748,9,335507,335507,20,-1834,7,1073,7,98392,,17,-17101,12,140482,,18,40,39803,39803,11,3145,10,2341,,10,24,123621,,18,941,7
,342,U1410,B,10,H,3,,1100,80.4,86.97,67.57,1379307,1379307,472503,472503,34743,34743,9,338546,338546,20,-1319,7,1782,7,97090,,17,-18104,12,147217,,18,38,41815,41815,11,3161,10,2826,,10,24,121304,,18,764,7
,342,U1410,B,10,H,3,,1120,80.42,86.99,67.59,1297296,1297296,543277,543277,31650,31650,8,332049,332049,20,-1378,7,5567,8,100852,,17,-19060,12,149033,,18,37,39684,39684,11,3110,10,2204,,10,25,121955,,18,818,7
,342,U1410,B,10,H,3,,1140,80.44,87.01,67.61,1285100,1285100,567139,567139,30374,30374,8,330276,330276,20,-1275,6,3126,7,105341,,17,-19168,12,146684,,18,37,37624,37624,11,3195,10,2756,,11,26,124251,,18,1424,7
,342,U1410,B,10,H,3,,1160,80.46,87.03,67.63,1407398,1407398,499792,499792,32418,32418,9,332387,332387,20,-1334,7,2524,7,100612,,17,-15539,12,148114,,18,39,39102,39102,11,2616,10,2318,,10,25,117427,,18,1064,7
,342,U1410,B,10,H,3,,1180,80.48,87.05,67.65,1448342,1448342,496085,496085,31206,31206,9,322863,322863,19,-1342,7,3490,7,102916,,17,-16164,12,145055,,18,39,38123,38123,11,3360,10,1916,,10,25,122829,,18,1387,7
,342,U1410,B,10,H,3,,1200,80.5,87.07,67.67,1509681,1509681,484647,484647,32715,32715,9,330104,330104,20,-1638,7,2264,7,100169,,17,-17460,12,145680,,18,40,37631,37631,11,3761,10,1971,,10,24,125694,,18,693,7
,342,U1410,B,10,H,3,,1220,80.52,87.09,67.69,1562862,1562862,432553,432553,31282,31282,9,321179,321179,19,-1506,7,2559,7,94426,,17,-17661,12,139133,,18,40,37889,37889,11,3342,10,1410,,10,23,121637,,18,458,7
,342,U1410,B,10,H,3,,1240,80.54,87.11,67.71,1554173,1554173,420712,420712,33708,33708,9,331107,331107,20,-1475,7,2316,7,94705,,17,-19466,12,140513,,18,40,38602,38602,11,3273,10,1528,,10,23,122039,,18,1176,7
,342,U1410,B,10,H,3,,1260,80.56,87.13,67.73,1571146,1571146,444609,444609,34093,34093,9,327638,327638,20,-1847,7,5982,8,96098,,17,-14868,12,141498,,18,41,36841,36841,11,3665,10,1516,,10,24,117115,,18,1340,7
,342,U1410,B,10,H,3,,1280,80.58,87.15,67.75,1466948,1466948,441240,441240,33896,33896,9,333976,333976,20,-1557,7,2896,7,94913,,16,-16499,12,145143,,18,39,38652,38652,11,3569,10,1878,,10,23,117346,,18,1297,7
,342,U1410,B,10,H,3,,1300,80.6,87.17,67.77,1425504,1425504,446942,446942,33604,33604,9,331536,331536,20,-1177,7,2376,7,93729,,16,-17851,12,145034,,18,39,40222,40222,11,3287,10,1633,,10,24,120705,,18,1247,7
,342,U1410,B,10,H,3,,1320,80.62,87.19,67.79,1506499,1506499,442098,442098,34098,34098,9,331987,331987,20,-1611,7,2212,7,95712,,16,-17109,12,142063,,18,40,38338,38338,11,3828,10,1539,,10,23,116180,,18,902,7
,342,U1410,B,10,H,3,,1340,80.64,87.21,67.81,1738702,1738702,439840,439840,32725,32725,9,325305,325305,20,-1950,7,2969,8,98395,,17,-15778,12,139072,,18,42,35495,35495,11,3720,10,1614,,10,24,125637,,18,947,7
,342,U1410,B,10,H,3,,1360,80.66,87.23,67.83,1834607,1834607,415633,415633,31589,31589,9,316922,316922,19,-1902,7,2434,8,98497,,17,-18120,12,134265,,18,44,34767,34767,11,2835,10,1192,,10,23,126388,,19,758,7
,342,U1410,B,10,H,3,,1380,80.68,87.25,67.85,1929148,1929148,396359,396359,32198,32198,9,315955,315955,19,-1914,7,1202,8,98689,,17,-18321,12,130492,,18,45,34263,34263,11,3170,10,1886,,10,23,127650,,19,744,7
,342,U1410,B,10,H,3,,1400,80.7,87.27,67.87,2130826,2130826,366093,366093,29991,29991,279,296273,296273,608,-2133,238,1615,251,97384,,1245,-13137,1608,122948,,633,1484,30714,30714,482,3626,336,2117,,331,731,124264,,1920,1376,328
,342,U1410,B,10,H,3,,1420,80.72,87.29,67.89,2355154,2355154,324075,324075,27906,27906,276,278542,278542,595,-2660,246,1069,257,102749,,1276,-13700,1644,111526,,634,1554,28417,28417,478,2404,332,1807,,331,702,125803,,1964,522,327
,342,U1410,B,10,H,3,,1440,80.74,87.31,67.91,2797810,2797810,273077,273077,23083,23083,267,237104,237104,560,-3212,259,1472,266,103809,,1300,-12568,1686,94866,,631,1681,22427,22427,464,2829,326,1764,,332,666,126977,,2002,446,321
,342,U1410,B,10,H,3,,1460,80.76,87.33,67.93,3285365,3285365,217038,217038,19700,19700,260,197668,197668,525,-4660,270,2836,282,110873,,1355,-12674,1748,75142,,627,1810,18367,18367,456,1728,321,2603,,335,626,132932,,2081,144,319
,342,U1410,B,10,H,3,,1480,80.78,87.35,67.95,4024396,4024396,153757,153757,14050,14050,8,140393,140393,14,-6264,9,473,9,125151,,19,-3567,14,48681,,17,63,12151,12151,9,353,10,3698,,11,18,120238,,20,-97,7
,342,U1410,B,10,H,4,,20,80.82,87.39,67.99,4148275,4148275,115322,115322,10372,10372,7,107666,107666,13,-6635,9,516,9,142447,,19,-2046,14,30230,,16,63,8409,8409,9,-144,10,3946,,11,16,118194,,20,-89,6
,342,U1410,B,10,H,4,,40,80.84,87.41,68.01,4087974,4087974,101391,101391,9611,9611,7,101438,101438,13,-7313,9,716,9,139624,,19,-4327,14,26168,,15,63,7809,7809,9,987,9,4324,,10,16,114703,,20,-150,6
,342,U1410,B,10,H,4,,60,80.86,87.43,68.03,3819983,3819983,119663,119663,10819,10819,7,112638,112638,13,-6283,8,1018,9,127639,,18,-7203,13,32038,,15,61,9885,9885,9,883,9,3478,,10,16,121090,,20,-29,6
,342,U1410,B,10,H,4,,80,80.88,87.45,68.05,3774739,3774739,122458,122458,11500,11500,7,118856,118856,13,-5031,8,690,9,123203,,18,-10654,13,32465,,15,60,9135,9135,9,790,9,4040,,10,16,120651,,20,-175,6
,342,U1410,B,10,H,4,,100,80.9,87.47,68.07,3690904,3690904,129452,129452,11602,11602,7,123094,123094,14,-4567,9,13,9,118218,,18,-6996,13,38126,,15,60,10360,10360,9,1276,9,4700,,10,16,118103,,19,222,6
,342,U1410,B,10,H,4,,120,80.92,87.49,68.09,3172596,3172596,196911,196911,17540,17540,253,179248,179248,506,-509,280,-82,274,104375,,1314,-13730,1693,63329,,601,1776,16099,16099,438,1977,313,3823,,331,599,125109,,2011,636,308
,342,U1410,B,10,H,4,,140,80.94,87.51,68.11,2918407,2918407,213575,213575,19520,19520,257,198749,198749,524,-1842,270,530,269,104890,,1306,-10994,1680,72889,,605,1709,18582,18582,445,1868,313,4544,,327,610,122485,,2003,236,310
,342,U1410,B,10,H,4,,160,80.96,87.53,68.13,1976656,1976656,344581,344581,27730,27730,8,271077,271077,18,-1420,7,1620,8,97781,,17,-13970,12,113993,,17,45,28514,28514,10,2775,10,3916,,10,21,116069,,18,1083,7
,342,U1410,B,10,H,4,,180,80.98,87.55,68.15,1891975,1891975,360570,360570,29129,29129,8,288334,288334,19,-1871,7,1658,7,95137,,17,-15583,12,120497,,17,44,30751,30751,10,2964,10,3036,,10,22,118231,,18,1358,7
,342,U1410,B,10,H,4,,200,81,87.57,68.17,1637790,1637790,452425,452425,27791,27791,8,299237,299237,19,-1336,7,2314,7,108167,,17,-12827,12,126554,,17,41,32740,32740,11,2989,10,4290,,10,24,119420,,18,1163,7
,342,U1410,B,10,H,4,,220,81.02,87.59,68.19,1397652,1397652,582937,582937,25720,25720,8,301966,301966,19,-1481,7,2363,7,112888,,17,-16056,12,125810,,17,38,31259,31259,11,2699,10,5312,,11,26,122244,,19,1009,7
,342,U1410,B,10,H,4,,240,81.04,87.61,68.21,1611511,1611511,450917,450917,29045,29045,8,306456,306456,19,-1033,7,1462,7,97058,,17,-14626,12,131524,,17,41,34716,34716,11,3384,10,3841,,10,24,119434,,18,1201,7
,342,U1410,B,10,H,4,,260,81.06,87.63,68.23,1633457,1633457,439468,439468,30673,30673,9,308075,308075,19,-1553,7,1088,7,94769,,17,-17058,12,131942,,17,41,34594,34594,11,2972,10,3007,,10,23,122934,,18,954,7
,342,U1410,B,10,H,4,,280,81.08,87.65,68.25,1588955,1588955,451901,451901,30061,30061,8,306034,306034,19,-1646,7,1349,7,96390,,16,-15199,12,127769,,17,41,33430,33430,10,3970,10,2883,,10,24,112721,,18,1237,7
,342,U1410,B,10,H,4,,300,81.1,87.67,68.27,1570991,1570991,419458,419458,31265,31265,9,308556,308556,19,-1669,7,1517,7,92663,,16,-15704,12,131674,,17,40,35670,35670,11,3449,10,2421,,10,23,121429,,18,916,7
,342,U1410,B,10,H,4,,320,81.12,87.69,68.29,1554229,1554229,460064,460064,30622,30622,8,316165,316165,19,-1416,7,1351,7,95828,,17,-17545,12,135300,,17,40,34525,34525,11,3499,10,3046,,10,24,124002,,18,925,7
,342,U1410,B,10,H,4,,340,81.14,87.71,68.31,1522153,1522153,459679,459679,31831,31831,9,319544,319544,19,-1617,7,1619,7,98055,,17,-14848,12,136930,,17,40,36439,36439,11,3155,10,1347,,10,24,119270,,18,475,7
,342,U1410,B,10,H,4,,360,81.16,87.73,68.33,1479840,1479840,465188,465188,33088,33088,9,327874,327874,20,-1405,7,1625,7,96011,,17,-17493,12,141221,,18,39,38783,38783,11,3075,10,1867,,10,24,125565,,18,727,7
,342,U1410,B,10,H,4,,380,81.18,87.75,68.35,1461162,1461162,490590,490590,33091,33091,9,329699,329699,20,-1446,7,1970,7,102044,,17,-17983,12,139823,,17,39,37354,37354,11,3152,10,2028,,10,24,124044,,18,1420,7
,342,U1410,B,10,H,4,,400,81.2,87.77,68.37,1602865,1602865,437022,437022,32879,32879,9,322759,322759,19,-1319,7,1666,7,96873,,17,-18484,12,135224,,17,41,35817,35817,11,3237,10,1574,,10,23,127711,,18,1580,7
,342,U1410,B,10,H,4,,420,81.22,87.79,68.39,1648796,1648796,414325,414325,32860,32860,9,322837,322837,19,-1751,7,1432,7,95450,,17,-18732,12,136727,,18,41,36478,36478,11,3450,10,2874,,10,23,127354,,18,1362,7
